Track Name
Dance Monkey
ROXANNE
Tusa
Memories
Falling
Circles
Don't Start Now
Blinding Lights
Señorita
everything i wanted
RITMO (Bad Boys For Life)
Someone You Loved
The Box
bad guy
Adore You
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX
My Oh My (feat. DaBaby)
Lose You To Love Me
hot girl bummer
Vete
Ride It
Watermelon Sugar
HIGHEST IN THE ROOM
Sunflower - Spider-Man: Into the Spider-Verse
China
BOP
OUT WEST (feat. Young Thug)
I Don't Care (with Justin Bieber)
Heartless
Beautiful People (feat. Khalid)
Lucid Dreams
No Idea
Bandit (with YoungBoy Never Broke Again)
Fantasias
Before You Go
GANG GANG
Futsal Shuffle 2020
WHAT TO DO? (feat. Don Toliver)
Had Enough (feat. Quavo & Offset)
Lose Control
7 rings
How Do You Sleep?
LA CANCIÓN
Old Town Road - Remix
10,000 Hours (with Justin Bieber)
Lalala
South of the Border (feat. Camila Cabello & Cardi B)
Hola - Remix
Ayy Macarena
Callaita
Sigues Con El
Suicidal
Whine Up
Psycho
No Me Conoce - Remix
Ransom
Ballin' (with Roddy Ricch)
Goodbyes (Feat. Young Thug)
Trampoline
Que Tire Pa Lante
Adicto (with Anuel AA & Ozuna)
Falling
Shallow
when the party's over
Good as Hell (feat. Ariana Grande) - Remix
Happier
lovely (with Khalid)
Lights Up
Own It (feat. Ed Sheeran & Burna Boy)
Yellow Hearts
Roses - Imanbek Remix
GATTI
It's You
Wow.
Piece Of Your Heart
Robbery
Mean It
Aventura
Sucker
Shape of You
Bohemian Rhapsody - 2011 Mix
Truth Hurts
rockstar (feat. 21 Savage)
Blanco
Hate Me (with Juice WRLD)
Indeciso
If The World Was Ending (feat. Julia Michaels)
thank u, next
Loco Contigo (feat. J. Balvin & Tyga)
Quizas
Sweet but Psycho
Money In The Grave (Drake ft. Rick Ross)
SICKO MODE
Girls Like You (feat. Cardi B)
Yo x Ti, Tu x Mi
Without Me
Tutu
Believer
Liberdade Provisória
Bellaquita - Remix
Con Altura
Into the Unknown
VIBEZ
Si Te Vas
Con Calma
Soltera - Remix
Graveyard
No Guidance (feat. Drake)
Look At Her Now
Up All Night
bury a friend
SAD!
Dancing With A Stranger (with Normani)
Liar
Woah
High Hopes
Hot (Remix) [feat. Gunna and Travis Scott]
Higher Love
July
Suge
Que Calor (with J Balvin & El Alfa)
Better Now
223's (feat. 9lokknine)
Family
Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)
Legends
Say So
Candy
Eastside (with Halsey & Khalid)
God's Plan
Turn Me On (feat. Vula)
ocean eyes
Calma - Remix
Panini
Talk (feat. Disclosure)
Otro Trago - Remix
Stuck In A Dream (feat. Gunna)
Don't Stop Me Now - 2011 Mix
Nice To Meet Ya
Don't Call Me Up
Closer (feat. Halsey)
goosebumps
JACKBOYS
Perfect
One Kiss (with Dua Lipa)
QUE PRETENDES
Say You Won't Let Go
Take What You Want (feat. Ozzy Osbourne & Travis Scott)
If I Can't Have You
Roller
All I Want for Christmas Is You
MIDDLE CHILD
Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)
Never Seen the Rain
SENTADÃO
Combatchy (feat. MC Rebecca)
11 PM
Perreo en La Luna
Youngblood
Bruises
Moonlight
all the good girls go to hell
The London (feat. J. Cole & Travis Scott)
Jocelyn Flores
Get You The Moon (feat. Snøw)
Takeaway
Can We Kiss Forever?
Wake Me Up
I Like Me Better
All Girls Are The Same
DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix
Let Me Down Slowly
Alone, Pt. II
You Need To Calm Down
Be Alright
Pa' Olvidarme De Ella
Only Human
Old Town Road
VALENTINO
Something Just Like This
Thunder
Can't Hold Us - feat. Ray Dalton
2002
All of Me
Death
Post Malone (feat. RANI)
Let Me Know (I Wonder Why Freestyle)
3 Nights
Maniac
Ne reviens pas
SLOW DANCING IN THE DARK
Fantasía
Another One Bites The Dust - Remastered 2011
wish you were gay
New Rules
Cheirosa - Ao Vivo
Havana (feat. Young Thug)
Surtada - Remix Brega Funk
Lover (Remix) [feat. Shawn Mendes]
Going Bad (feat. Drake)
Track Name
Dance Monkey
The Box
Tusa
Godzilla (feat. Juice WRLD)
Yummy
Life Is Good (feat. Drake)
Blinding Lights
ROXANNE
Falling
Don't Start Now
Memories
Circles
everything i wanted
Good News
RITMO (Bad Boys For Life)
You should be sad
Someone You Loved
Señorita
Black Swan
Lose You To Love Me
Rare
Those Kinda Nights (feat. Ed Sheeran)
bad guy
Adore You
My Oh My (feat. DaBaby)
Darkness
What A Man Gotta Do
Sigues Con El
hot girl bummer
You Gon’ Learn (feat. Royce Da 5'9 & White Gold)
Vete
Unaccommodating (feat. Young M.A)
BOP
Ride It
Before You Go
Suicidal
No Idea
Blue World
Watermelon Sugar
Fantasias
Hola - Remix
Lose Control
Say So
Leaving Heaven (feat. Skylar Grey)
China
SUGAR
HIGHEST IN THE ROOM
Ayy Macarena
Circles
I Don't Care (with Justin Bieber)
Sunflower - Spider-Man: Into the Spider-Verse
In Too Deep
Bandit (with YoungBoy Never Broke Again)
Ballin' (with Roddy Ricch)
Me Gusta
Morado
Premonition - Intro
Futsal Shuffle 2020
Roses - Imanbek Remix
Beautiful People (feat. Khalid)
Lucid Dreams
I Can See
Muévelo
Eleven
South of the Border (feat. Camila Cabello & Cardi B)
Whine Up
10,000 Hours (with Justin Bieber)
If The World Was Ending (feat. Julia Michaels)
Hand Me Downs
No Regrets (feat. Don Toliver)
Complicated
Lock It Up (feat. Anderson .Paak)
Marsh
Stepdad
Lalala
Kein Wort
Heartless
LA CANCIÓN
Trampoline (with ZAYN)
Without Me
No Me Conoce - Remix
High Fashion (feat. Mustard)
Yah Yah (feat. Royce Da 5'9, Black Thought, Q-Tip & Denaun)
Callaita
Adicto (with Anuel AA & Ozuna)
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX
7 rings
lovely (with Khalid)
TOES (feat. Lil Baby & Moneybagg Yo)
Never Love Again
Woods
when the party's over
How Do You Sleep?
Farewell
Goodbyes (Feat. Young Thug)
Shallow
VIBEZ
Everybody
Blanco
Alfred - Interlude
Que Tire Pa Lante
Little Engine
Yellow Hearts
Old Town Road - Remix
Own It (feat. Ed Sheeran & Burna Boy)
Ransom
It's You
Mean It
Aventura
July
Happier
Graveyard
I Will (feat. KXNG Crooked, Royce Da 5'9 & Joell Ortiz)
Bellaquita - Remix
Still Learning
Alone, Pt. II
Sucker
Surf
Wow.
Quizas
Lights Up
Bruises
Woah
Believer
Indeciso
Sum 2 Prove
Robbery
Psycho
Liberdade Provisória
FML
Money In The Grave (Drake ft. Rick Ross)
Break My Stride
Si Te Vas
rockstar (feat. 21 Savage)
Never Seen the Rain
OUT WEST (feat. Young Thug)
me & ur ghost
Bohemian Rhapsody - 2011 Mix
That's On Me
Sunday Best
Good as Hell (feat. Ariana Grande) - Remix
Shape of You
Tutu
Piece Of Your Heart
Yo x Ti, Tu x Mi
Hate Me (with Juice WRLD)
Look At Her Now
Once A Day
Falling
Perreo en La Luna
Soltera - Remix
SICKO MODE
Dancing With A Stranger (with Normani)
Sweet but Psycho
Big Drip
SAD!
Hands
Infeliz
Get You The Moon (feat. Snøw)
No Guidance (feat. Drake)
Say You Won't Let Go
Truth Hurts
Can We Kiss Forever?
Eastside (with Halsey & Khalid)
Boy With Luv (feat. Halsey)
Higher Love
Dans l'espace (feat. Heuss l'Enfoiré)
Blanche
thank u, next
Girls Like You (feat. Cardi B)
Perfect
bury a friend
ocean eyes
Loco Contigo (feat. J. Balvin & Tyga)
Only Human
Liar
Jocelyn Flores
Hot (Remix) [feat. Gunna and Travis Scott]
Tudo Ok
Turn Me On (feat. Vula)
Suge
Pa' Olvidarme De Ella
Maniac
Con Altura
All I Want - From High School Musical: The Musical: The Series
goosebumps
223's (feat. 9lokknine)
3 Nights
Better Now
If I Can't Have You
Con Calma
High Hopes
DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix
Otro Trago - Remix
QUE PRETENDES
MIDDLE CHILD
I Like Me Better
Moonlight
Be Alright
Youngblood
Track Name
Dance Monkey
ROXANNE
All I Want for Christmas Is You
Circles
Memories
Adore You
